Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Volatility
2007-09-17 00:00:00+05:30,4518.4501953125,4549.0498046875,4482.85009765625,4494.64990234375,0,0.0,0.0,,
2007-09-18 00:00:00+05:30,4494.10009765625,4551.7998046875,4481.5498046875,4546.2001953125,0,0.0,0.0,0.011469256580333154,
2007-09-19 00:00:00+05:30,4550.25,4739.0,4550.25,4732.35009765625,0,0.0,0.0,0.04094626156931791,
2007-09-20 00:00:00+05:30,4734.85009765625,4760.85009765625,4721.14990234375,4747.5498046875,0,0.0,0.0,0.0032118728998469237,
2007-09-21 00:00:00+05:30,4752.9501953125,4855.7001953125,4733.7001953125,4837.5498046875,0,0.0,0.0,0.018957147097464544,
2007-09-24 00:00:00+05:30,4837.14990234375,4941.14990234375,4837.14990234375,4932.2001953125,0,0.0,0.0,0.01956577078199495,
2007-09-25 00:00:00+05:30,4939.10009765625,4953.89990234375,4878.14990234375,4938.85009765625,0,0.0,0.0,0.0013482628604715163,
2007-09-26 00:00:00+05:30,4937.60009765625,4980.85009765625,4930.35009765625,4940.5,0,0.0,0.0,0.0003340660905122306,
2007-09-27 00:00:00+05:30,4942.7001953125,5016.39990234375,4942.7001953125,5000.5498046875,0,0.0,0.0,0.012154600685659434,
2007-09-28 00:00:00+05:30,4996.4501953125,5055.7998046875,4996.4501953125,5021.35009765625,0,0.0,0.0,0.004159601200102392,
2007-10-01 00:00:00+05:30,5021.5,5089.2998046875,5001.35009765625,5068.9501953125,0,0.0,0.0,0.00947954170303067,
2007-10-03 00:00:00+05:30,5069.0,5261.35009765625,5034.14990234375,5210.7998046875,0,0.0,0.0,0.027984021130484704,
2007-10-04 00:00:00+05:30,5211.64990234375,5233.10009765625,5126.0498046875,5208.64990234375,0,0.0,0.0,-0.000412585864806414,
2007-10-05 00:00:00+05:30,5208.14990234375,5248.5498046875,5164.5,5185.85009765625,0,0.0,0.0,-0.004377296442450662,
2007-10-08 00:00:00+05:30,5186.25,5249.2998046875,5024.75,5085.10009765625,0,0.0,0.0,-0.019427865847015946,
2007-10-09 00:00:00+05:30,5062.64990234375,5348.7001953125,5000.9501953125,5327.25,0,0.0,0.0,0.0476194957215017,
2007-10-10 00:00:00+05:30,5328.14990234375,5454.7001953125,5328.14990234375,5441.4501953125,0,0.0,0.0,0.021436988185743022,
2007-10-11 00:00:00+05:30,5438.89990234375,5532.75,5424.25,5524.85009765625,0,0.0,0.0,0.015326778588471646,
2007-10-12 00:00:00+05:30,5525.2998046875,5549.2998046875,5402.60009765625,5428.25,0,0.0,0.0,-0.017484654958734525,
2007-10-15 00:00:00+05:30,5428.35009765625,5682.64990234375,5419.89990234375,5670.39990234375,0,0.0,0.0,0.04460920229240539,
2007-10-16 00:00:00+05:30,5670.64990234375,5708.35009765625,5578.4501953125,5668.0498046875,0,0.0,0.0,-0.0004144500734910572,
2007-10-17 00:00:00+05:30,5658.89990234375,5658.89990234375,5107.2998046875,5559.2998046875,0,0.0,0.0,-0.019186493370270563,
2007-10-18 00:00:00+05:30,5551.10009765625,5736.7998046875,5269.64990234375,5351.0,0,0.0,0.0,-0.03746871224895365,
2007-10-19 00:00:00+05:30,5360.35009765625,5390.85009765625,5101.75,5215.2998046875,0,0.0,0.0,-0.02535978234208558,
2007-10-22 00:00:00+05:30,5202.75,5247.39990234375,5070.89990234375,5184.0,0,0.0,0.0,-0.006001535071745612,
2007-10-23 00:00:00+05:30,5185.2998046875,5488.5,5176.85009765625,5473.7001953125,0,0.0,0.0,0.05588352533034335,
2007-10-24 00:00:00+05:30,5477.60009765625,5577.89990234375,5419.39990234375,5496.14990234375,0,0.0,0.0,0.004101376807315038,
2007-10-25 00:00:00+05:30,5499.0498046875,5605.9501953125,5469.2998046875,5568.9501953125,0,0.0,0.0,0.013245689120980009,
2007-10-26 00:00:00+05:30,5564.25,5716.89990234375,5513.35009765625,5702.2998046875,0,0.0,0.0,0.023945196975768024,
2007-10-29 00:00:00+05:30,5708.89990234375,5922.5,5708.89990234375,5905.89990234375,0,0.0,0.0,0.035704909357604064,
2007-10-30 00:00:00+05:30,5917.5498046875,5976.0,5833.89990234375,5868.75,0,0.0,0.0,-0.006290303418282961,
2007-10-31 00:00:00+05:30,5868.89990234375,5952.25,5861.2998046875,5900.64990234375,0,0.0,0.0,0.005435553115015868,
2007-11-01 00:00:00+05:30,5903.7998046875,6011.9501953125,5837.2001953125,5866.4501953125,0,0.0,0.0,-0.005795922075916726,
2007-11-02 00:00:00+05:30,5854.85009765625,5944.75,5714.25,5932.39990234375,0,0.0,0.0,0.011241842142279967,
2007-11-05 00:00:00+05:30,5931.89990234375,5948.5498046875,5819.60009765625,5847.2998046875,0,0.0,0.0,-0.014344969836343813,
2007-11-06 00:00:00+05:30,5847.10009765625,5957.2001953125,5759.9501953125,5786.5,0,0.0,0.0,-0.010397928397439027,
2007-11-07 00:00:00+05:30,5782.39990234375,5861.35009765625,5744.2998046875,5782.35009765625,0,0.0,0.0,-0.000717169678346119,
2007-11-08 00:00:00+05:30,5779.2998046875,5780.7998046875,5646.75,5698.75,0,0.0,0.0,-0.014457806297501041,
2007-11-12 00:00:00+05:30,5660.60009765625,5660.60009765625,5477.5,5617.10009765625,0,0.0,0.0,-0.014327686307304188,
